lab,university,city,initial_score,criterion1_publications,criterion2_ranking,criterion3_colindex,criterion4_stipend,intuitive_score
Ryan Urbanowicz,University of California Los Angeles (UCLA),Los Angeles,6,1,3,1,1,0
